"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"8436726","19021311993000034000000000U4","ALIMENTOS BERNAL",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","11 a 30 personas","CALLE","CALLE DEL ACERO","AVENIDA","LAS TORRES","CALLE","CUCHARAS","CALLE","CALLE DE LA FUNDICION","101",,,,,,"PARQUE INDUSTRIAL","PARQUE INDUSTRIAL ESCOBEDO",,,,"66062","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","0077","007","8123520381",,"TORTASBERNAL.COM","Fijo","25.80742271","-100.35132033","2019-11"
"10620840","19026722310000341000000000U2","ALIMENTOS DEL NORESTE",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","FINSA","CALLE","VALLE DE LAS VIOLETAS","CARRETERA","JUAREZ-APODACA","AVENIDA","ADOLFO RUIZ CORTINEZ","0","SN",,,"1521",,"PARQUE INDUSTRIAL","PARQUE FINSA GUADALUPE",,,,"67132","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2900","001",,,,"Fijo","25.69452938","-100.13276187","2024-11"
"7334428","19021722511000651000000000U8","ALIMENTOS DON JORGE",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CARRETERA","CARRETERA A MONCLOVA","CARRETERA","CARRETERA A MONCLOVA","CARRETERA","CARRETERA A MONCLOVA","OTRO(ESPECIFIQUE)","MONTE","0","SN",,,,,"COLONIA","SAN JOSE DE LOS SAUCES",,,,"66053","19","NUEVO LEÓN   ","021","General Escobedo","0001","Ciudad General Escobedo","1130","038","8117005762",,,"Fijo","25.83529576","-100.31139432","2019-11"
"8412848","19039722516003461000000000U0","ALIMENTOS J & M",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","PELICANO","CALLE","GANSO","CALLE","CANAL DEL AGUILA","OTRO(ESPECIFIQUE)","MANZANA O EDIFICACION CONTIGUA","5460","C",,,"0",,"COLONIA","VALLE VERDE 2 SECTOR",,,,"64110","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3413","025","8114091238",,,"Fijo","25.73755652","-100.37445972","2019-11"
"8754196","19046722518000641000000000U1","ALIMENTOS PREPARADOS",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","6 a 10 personas","CALLE","PROFESOR ABRAHAM Z GARZA","CALLE","PROFESOR ABRAHAM Z. GARZA","OTRO(ESPECIFIQUE)","MANZANA O EDIFICACION CONTIGUA","CALLE","PROFESOR ABRAHAM Z. GARZA","0","SN","MERCADO DE ABASTOS ESTRELLA","PASILLO","27",,,"ALDAPE","CENTRAL DE ABASTO","MERCADO DE ABASTOS ESTRELLA","RAMPA 27","66450","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1661","016",,,,"Fijo","25.71544499","-100.29140746","2019-11"
"8712252","19046722518000481000000000U2","ALIMENTOS PREPARADOS Y PROCESADOS",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","ZONA PONIENTE","CALLE","AGUSTIN DE ITURBIDE","CALLE","CRISTOBAL COLON","CALLE","CORREGIDORA","426",,,,,,"COLONIA","CENTRO",,,,"66400","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0108","040",,,,"Fijo","25.75028778","-100.29663599","2019-11"
"6421145","19019722511000911001008502S0","ALIMENTOS SELECTOS DEL NORESTE","ALIMENTOS SELECTOS DEL NORESTE SA","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","AVENIDA","HUMBERTO LOBO","CALLE","MANUEL J SANTOS","CALLE","CALLEJÓN CAPELLANÍA","PRIVADA","NINGUNO","520",,,,,,"COLONIA","DEL VALLE","CENTRO Y PLAZA COMERCIAL","RESTAURANTE MARTINS","520",,"19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0488","035",,"F.JEREZ@MARTINS.COM.MX","WWW.MARTINS.COM.MX","Fijo","25.66435163","-100.38166111","2014-12"
"6421143","19046722511000591001008502S3","ALIMENTOS SELECTOS DEL NORESTE","ALIMENTOS SELECTOS DEL NORESTE SA","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","AVENIDA","UNIVERSIDAD","CALLE","FRAY BARTOLOMÉ DE LAS CASAS","CALLE","18 DE DICIEMBRE","CALLE","PRIMERO DE ENERO","0","SN",,,,,"COLONIA","EL ROBLE","CENTRO Y PLAZA COMERCIAL","RESTAURANTE MARTINS","SN",,"19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0184","009",,"F.JEREZ@MARTINS.COM.MX","WWW.MARTINS.COM.MX","Fijo","25.74604231","-100.30059552","2010-07"
"6420873","19039722110003197001008502S2","ALIMENTOS SELECTOS DEL NORESTE","ALIMENTOS SELECTOS DEL NORESTE SA","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","OTRO(ESPECIFIQUE)","FUNDIDORA","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","OTRO(ESPECIFIQUE)","NINGUNO","501",,"EDIFICIO SIN NOMBRE","PISO 1",,,"COLONIA","OBRERA","CENTRO Y PLAZA COMERCIAL","EDIFICIO CINTERMEX","54",,"19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2716","001",,"F.JEREZ@MARTINS.COM.MX","WWW.MARTINS.COM.MX","Fijo","25.67777619","-100.28978544","2010-07"
"6421140","19039722511003691001008502S3","ALIMENTOS SELECTOS DEL NORESTE","ALIMENTOS SELECTOS DEL NORESTE SA","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","AVENIDA","ABRAHAM LINCOLN","AVENIDA","JOSE ELEUTERIO GONZALEZ","AVENIDA","FIDEL VELÁZQUEZ","CALLE","SAN FERNANDO","0","SN","EDIFICIO SIN NOMBRE","PLANTA BAJA",,,"COLONIA","MITRAS NORTE","CENTRO Y PLAZA COMERCIAL","PLAZA COMERCIAL","SN",,"19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0635","008",,"F.JEREZ@MARTINS.COM.MX","WWW.MARTINS.COM.MX","Fijo","25.71410663","-100.34932389","2010-07"
"6421142","19039722511003681001008502M4","ALIMENTOS SELECTOS DEL NORESTE","ALIMENTOS SELECTOS DEL NORESTE SA","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","OTRO(ESPECIFIQUE)","EUGENIO GARZA SADA","CALLE","VIA DE ALCALA","CALLE","ALFONSO REYES","AVENIDA","EUGENIO GARZA SADA","3680",,,,,,"COLONIA","LOS PINOS","CENTRO Y PLAZA COMERCIAL","PLAZA COMERCIAL SIN NOMBRE","SN",,"19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2186","007",,"F.JEREZ@MARTINS.COM.MX","WWW.MARTINS.COM.MX","Fijo","25.63765988","-100.28392691","2010-07"
"6771426","19046493111000082011000000U9","ALIMENTOS TRES G","ALIMENTOS TRES G SAPI DE CV","722518","Restaurantes que preparan otro tipo de alimentos para llevar","31 a 50 personas","CALLE","FUTURO NOGALAR","CALLE","SAN FRANCISCO","AVENIDA","NOGALAR SUR","CALLE","SAN FRANCISCO","830","A",,,,,"COLONIA","GARZA CANTU",,,,"66480","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1661","010","8115888688","CONTABILIDAD@G.COM","ZAACHILA.COM","Fijo","25.71863465","-100.28595169","2016-10"
"3043929","19039722110001873001000000U0","ALIMENTOS Y BEBIDAS ZITLA Y ZICATELA","ZITLA Y ZICATELA SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","PUERTO MARQUES","BOULEVARD","ACAPULCO","CALLE","PUERTO SOLEDAD","CALLE","PUERTO TRINIDAD","4059",,,,"0",,"COLONIA","LAS BRISAS",,,,"64790","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","2275","025","8183652400","BRISAS@ZITLA.MX",,"Fijo","25.62299586","-100.28229666","2010-07"
"10768222","19026722511002571000000000U5","ALISUSHI RESTAURANT",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","RIO YAQUI","CALLE","RIO TRINIDAD","AVENIDA","CAMINO A LAS ESCOBAS","PRIVADA","DELTA","362",,,,,,"COLONIA","RESIDENCIAL DOS RIOS",,,,"67196","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2366","001",,,,"Fijo","25.6817751","-100.16103837","2024-11"
"10409764","19039722517009471000000000U1","ALITAS - BONELES",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","LICENCIADO GUILLERMO MARTINEZ DOMINGUEZ","CALLE","FEDERACION","CALLE","SECRETARIA","CALLE","INGENIERO GERARDO TORRES DIAZ","3711",,,,,,"COLONIA","BUROCRATAS MUNICIPALES",,,,"64769","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3682","019","8129265452",,,"Fijo","25.63179504","-100.29485735","2024-11"
"10573309","19006722330000621000000000U7","ALITAS DIABLITAS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","GASPAR CASTAÑO","CALLE","CONGO","CALLE","SAUDITA","CALLE","CHIPRE","206",,,,,,"COLONIA","LOMAS DEL PEDREGAL",,,,"66648","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1524","020","8186024369",,,"Fijo","25.72876487","-100.16406342","2024-11"
"9787143","19006722517004161000000000U2","ALITAS FRANCO",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","PORTAL DE HUINALA","CALLE","PORTAL DE SEGOVIA","CALLE","PORTAL DE SORIA","CALLE","PORTAL DE SEVILLA","401",,,,"0",,"COLONIA","PORTAL DE HUINALA",,,,"66646","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1628","009",,"ALITASFRANCO19@GMAIL.COM",,"Fijo","25.75487663","-100.15761207","2024-11"
"2975963","19046722517001581001000000U0","ALITAS FRITAS GALITAS WINGS & SUBS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","6 a 10 personas","AVENIDA","ARTICULO 123","CALLE","ENRIQUE RECIO","CALLE","ENRIQUE COLUNGA","CALLE","CARLOS L. GRACIDAS","812",,,,"0",,"COLONIA","UNIDAD LABORAL",,,,"66440","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1017","015","8121952815",,,"Fijo","25.74234472","-100.24970264","2014-12"
"11803674","19006722517005121000000000U5","ALITAS SIN NOMBRE",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","EBANO","CALLE","ABEDUL","CALLE","MEZQUITE","CALLE","ABEDUL",,"SN",,,,,"COLONIA","RINCON DE HUINALA",,,,"66640","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","1632","010",,,,"Fijo","25.73767025","-100.16041203","2025-04"
"8829976","19048722516000361000000000U6","ALITAS WINGS",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","PERIMETRAL NORTE","CALLE","COLINA BAJA","CALLE","ACACIA","CALLE","COLINA NEVADA","815","A",,,"0",,"PRIVADA","MISION DE SATA CATARINA",,,,"66351","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","1365","026",,,,"Fijo","25.69305719","-100.44624207","2019-11"
"10732769","19039722517010451000000000U0","ALITAS Y BONELESS EL GANSO",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","LIBERTAD","CALLE","TEPIC","CALLE","QUINTANA ROO","CALLE","CASTELAR JUAN PABLO II","1700",,,,,,"COLONIA","NUEVO REPUEBLO",,,,"64700","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1991","025","8110325268",,,"Fijo","25.65608497","-100.30112599","2024-11"
"2923459","19039541920000101000000000U8","ALL NATURAL",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","CALLE","DOCTOR JULIAN VILLARREAL","CALLE","JOSE MARIA ARTEAGA","CALZADA","FRANCISCO I. MADERO","CALLE","ALVARO OBREGON","918",,,,"0",,"COLONIA","CENTRO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1563","008",,,,"Fijo","25.68218675","-100.30002632","2010-07"
"9294065","19039465919002531000000000U8","ALL SABOR","ALL SABOR MTY","722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","AVENIDA","PASEO DE LOS LEONES","AVENIDA","PASEO DE LOS LEONES","AVENIDA","CUMBRES ELITE","CALLE","CUMBRES DE LOS PIRINEOS","104","3",,,,,"FRACCIONAMIENTO","CUMBRES ELITE 6O SEC",,,,"66230","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","5208","032","8113797186","ALLSABORMTY@GMAIL.COM",,"Fijo","25.73888323","-100.40636979","2020-11"
"10020275","19039722517010631000000000U7","ALLENDE PIZZERIA",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","DIEGO DE MONTEMAYOR","PRIVADA","NINGUNO","CALLE","MARIANO MATAMOROS","CALLE","DOCTOR JOSE MARIA COSS","0","SN",,,,,"COLONIA","CENTRO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1690","043",,,,"Fijo","25.66838638","-100.30714359","2024-11"
"7563856","19039722511008701000000000U5","ALMUERZO DOÑA LUISA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","TERCERA DE LOS RUTEROS","CALLE","CALLE DE LOS COMERCIANTES","CALLE","PRIMERA DE COMERCIANTES","CALLE","PRIMERA DE LOS RUTEROS","2500",,,,"0",,"COLONIA","FOMERREY 35",,,,"64209","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","3305","008",,,,"Fijo","25.79507114","-100.38284529","2019-11"
"10365957","19026722518001641000000000U2","ALMUERZOS",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","MALAGA","CALLE","LA LUZ","AVENIDA","LAS AMERICAS","CALLE","VALENCIA","164",,,,,,"COLONIA","LAS AMERICAS",,,,"67120","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0196","018",,,,"Fijo","25.69407077","-100.24463288","2024-11"
"9540065","19039722518004782000000000U4","ALMUERZOS",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","6 a 10 personas","CALLE","MANUEL MARIA LOMBARDINI","CALLE","18 DE MARZO","CALLE","ROBLE","CALLE","LUIS QUINTANAR","2702",,,,,,"COLONIA","PROGRESO",,,,"64420","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0936","021",,,,"Fijo","25.69918339","-100.33654347","2024-11"
"2961070","19039722515002321011000000U9","ALMUERZOS LA GUERA",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","LA ESPERANZA","CALLE","BERNARDINO RIVALDIVIA","CALLE","JOSE DE SAN MARTIN","CALLE","8 DE OCTUBRE","8528",,,,"0",,"COLONIA","ARTICULO 27",,,,"64210","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","0052","039","8116074769",,,"Fijo","25.75874341","-100.3550187","2014-12"
"10716018","19026722511002991000000000U5","ALMUERZOS LOLIS",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","RIO EUFRATES","CALLE","RIO LOIRA","CALLE","RIO NAVIA","CALLE","RIO EBRO","2038",,,,,,"COLONIA","DOS RIOS 14 AVO SECTOR",,,,"67134","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","2652","020",,,,"Fijo","25.68314818","-100.17569734","2024-11"
"10865484","19026722518001991000000000U1","ALMUERZOS VAZQUEZ",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","COZUMEL","CALLE","CANCUN","CALLE","CARLOS E. RODRIGUEZ","CALLE","PROFESOR FELIX ESCAMILLA","1400",,,,,,"COLONIA","VALLE DE SAN ROQUE",,,,"67190","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0730","040",,,,"Fijo","25.65495189","-100.20436009","2024-11"
"7658067","19026722518001391000000000U4","ALMUERZOS Y COMIDAS",,"722518","Restaurantes que preparan otro tipo de alimentos para llevar","0 a 5 personas","CALLE","JOSE MARIA MORELOS Y PAVON","CALLE","MANUEL MARIA DEL LLANO","CALLE","NUEVA","CALLE","MIGUEL HIDALGO Y COSTILLA","206",,,,"0",,"COLONIA","SAN RAFAEL",,,,"67110","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0228","020",,,,"Fijo","25.69251222","-100.21747231","2019-11"
"10557614","19006722511002391000000000U0","ALMUERZOS Y COMIDAS DOÑA ROSY",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","PRIVADA RIO ORINOCO","AVENIDA","RIO PILON","CALLE","RIO ORINOCO","CALLE","PRIVADA RIO ORINOCO","305",,,,,,"COLONIA","PUEBLO NUEVO SEGUNDO SECTOR",,,,"66646","19","NUEVO LEÓN   ","006","Apodaca","0001","Ciudad Apodaca","0422","043",,,,"Fijo","25.75586624","-100.15979306","2024-11"
"2916997","19039722219005331001000000U4","ALMUERZOS Y COMIDAS EL ZACAHUIL",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","ISAAC GARZA","CALLE","AMADO NERVO","CALLE","JOSE TRINIDAD VILLAGOMEZ","CALLE","SANTIAGO TAPIA","846",,,,"0",,"COLONIA","CENTRO",,,,"64000","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1493","001","8183752652","JACOBROOTS78@GMAIL.COM",,"Fijo","25.68128932","-100.3208475","2010-07"
"10435659","19046722511002201000000000U7","ALMUERZOS Y COMIDAS SUSY",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","RIO BALSAS","CALLE","RIO PANUCO","AVENIDA","LONDRES","AVENIDA","CASA BLANCA","532",,,,,,"COLONIA","VILLAS DE CASA BLANCA",,,,"66475","19","NUEVO LEÓN   ","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","1356","005","8132801503",,,"Fijo","25.73236413","-100.23991543","2024-11"
"10184253","19026722517005691000000000U5","ALONSOS MONTERREY",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","TAURO","CALLE","SANTA ROSA","CALLE","SANTA ROSALIA","CALLE","SAN FELIPE","550",,,,,"C","COLONIA","RIVERAS DE LA PURISIMA",,,,"67129","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","0092","032",,,,"Fijo","25.70938844","-100.2296813","2024-11"
"10303422","19026722517005911000000000U7","ALONZZOS MONTERREY",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","AVENIDA","JARDINES DEL RIO","CALLE","RIO PANUCO","CALLE","BRIGIDA GARCIA","CALLE","RIO RAMOS","0","SN",,,,,"COLONIA","JARDINES DEL RIO",,,,"67115","19","NUEVO LEÓN   ","026","Guadalupe","0001","Guadalupe","1921","001",,,,"Fijo","25.70099307","-100.18724144","2024-11"
"2930723","19019722212001182010000000U2","AMALAY","AMALAYFOODS SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","CALZADA","SAN PEDRO","CALZADA","CALZADA DEL VALLE","CALLE","RIO VOLGA","CALLE","RIO GUAYALEJO","102",,,,"12","L12","COLONIA","DEL VALLE",,,,"66220","19","NUEVO LEÓN   ","019","San Pedro Garza García","0001","San Pedro Garza García","0172","022","8131190757","ADMON@CAFEAMALAY.COM","AMALAY.COM.MX","Fijo","25.65681732","-100.37085792","2012-06"
"9768945","19039722511013853000000000U7","AMARIA CASA DEL PAN Y CAFE",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","11 a 30 personas","CALLE","MEXICO","CALLE","FRAY SERVANDO TERESA DE MIER","CALLE","MARIANO MATAMOROS","CALLE","LIENDO","123","4",,,,,"COLONIA","MARIA LUISA",,,,"64040","19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","4159","004","8114659297","A.MARIACASADEPAN@HOTMAIL.COM","WWW.AMARIACASADELPANYCAFE.COM","Fijo","25.67341048","-100.33882942","2024-11"
"11806863","19039722517010881000000000U8","AMBURGUESAS CUCO",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","2 de Abril-Jesús Dionisio González","CALLE","Querétaro","CALLE","Zacatecas","CALLE","Libertad","104",,,,,,"COLONIA","INDEPENDENCIA",,,,,"19","NUEVO LEÓN   ","039","Monterrey","0001","Monterrey","1898","013",,,,"Semifijo","25.65977545","-100.31639049","2025-04"
"10789233","19048722511001271000000000U7","AMUNI RESTAURANT BAR","AMUNI RESTAURANT BAR SA DE CV","722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","AVENIDA","ALFONSO REYES","CALLE","EJE INTERIOR","CALLE","EJE INTERIOR","CALLE","EJE INTERIOR","10",,"PLAZA VIA CORDILLERA DOS","PISO 1",,,"COLONIA","RDCIAL CORDILLERA","CENTRO Y PLAZA COMERCIAL","PLAZA VIA CORDILLERA DOS","SN","66196","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","0333","061",,"AGUILARJOHAN138@GMAIL.COM",,"Fijo","25.65787407","-100.4404856","2024-11"
"11660252","19048722516001061000000000U1","ANA ALEJANDRA VHAVEZ QUIROZ",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","CARPINTEROS","CALLE","8 DE MAYO","CALLE","24 DE FEBRERO","CALLE","27 DE OCTUBRE","617",,,,,,"COLONIA","FAMA 4",,,,"66115","19","NUEVO LEÓN   ","048","Santa Catarina","0001","Ciudad Santa Catarina","023A","042","8122212256",,,"Fijo","25.68009264","-100.42202088","2024-11"
